id,course,topic,question,correct_answer,context,input_text,target_text,distractor_1,distractor_2,distractor_3,difficulty,source_type,quality_label
dg_0078,CAT405,Charts & Comparison,What is a scatter plot used to analyze?,Scatter plot,A scatter plot shows relationships between two quantitative variables using points on a plane.,generate distractors: Scatter plot <sep> What is a scatter plot used to analyze? <sep> A scatter plot shows relationships between two quantitative variables using points on a plane.,Color scale <sep> Stacked bar chart <sep> Table,Color scale,Stacked bar chart,Table,easy,past_quiz,gold
dg_0079,CAT405,Charts & Comparison,What is a scatter plot used to analyze?,Scatter plot,A scatter plot shows relationships between two quantitative variables using points on a plane.,generate distractors: Scatter plot <sep> What is a scatter plot used to analyze? <sep> A scatter plot shows relationships between two quantitative variables using points on a plane.,Heat map <sep> Trend line <sep> Baseline,Heat map,Trend line,Baseline,easy,textbook_notes,silver
dg_0080,CAT405,Perception & Design,How do Gestalt principles help users read charts?,Gestalt principles,"Gestalt principles describe how people group visual elements, such as proximity, similarity, and continuity.","generate distractors: Gestalt principles <sep> How do Gestalt principles help users read charts? <sep> Gestalt principles describe how people group visual elements, such as proximity, similarity, and continuity.",3D effects <sep> Clutter <sep> Color blindness,3D effects,Clutter,Color blindness,easy,textbook_notes,gold
dg_0081,CAT405,Evaluation,What is a user study used for in visualization evaluation?,User study,A user study evaluates a visualization by observing how people perform tasks using it.,generate distractors: User study <sep> What is a user study used for in visualization evaluation? <sep> A user study evaluates a visualization by observing how people perform tasks using it.,Readability <sep> Legend <sep> Normalization,Readability,Legend,Normalization,easy,textbook_notes,gold
dg_0082,CAT405,Charts & Comparison,What type of relationship is a line chart best at showing?,Line chart,"A line chart shows trends over an ordered axis, often time, by connecting points with lines.","generate distractors: Line chart <sep> What type of relationship is a line chart best at showing? <sep> A line chart shows trends over an ordered axis, often time, by connecting points with lines.",Baseline <sep> Color scale <sep> Box plot,Baseline,Color scale,Box plot,medium,lab_sheet,gold
dg_0083,CAT405,Charts & Comparison,What is a scatter plot used to analyze?,Scatter plot,A scatter plot shows relationships between two quantitative variables using points on a plane.,generate distractors: Scatter plot <sep> What is a scatter plot used to analyze? <sep> A scatter plot shows relationships between two quantitative variables using points on a plane.,Legend <sep> Dot plot <sep> Heat map,Legend,Dot plot,Heat map,hard,tutorial,gold
dg_0084,CAT405,Interaction,What is filtering used for in interactive visualization?,Filtering,Filtering lets users include or exclude data subsets to focus on relevant items.,generate distractors: Filtering <sep> What is filtering used for in interactive visualization? <sep> Filtering lets users include or exclude data subsets to focus on relevant items.,Axis labels <sep> Details-on-demand <sep> Color scale,Axis labels,Details-on-demand,Color scale,medium,lab_sheet,gold
dg_0085,CAT405,Evaluation,What is the data-ink ratio and why is it useful?,Data-ink ratio,Data-ink ratio compares ink used to show data versus ink used for non-data decoration.,generate distractors: Data-ink ratio <sep> What is the data-ink ratio and why is it useful? <sep> Data-ink ratio compares ink used to show data versus ink used for non-data decoration.,Axis labels <sep> Legend <sep> Bias,Axis labels,Legend,Bias,hard,textbook_notes,gold
dg_0086,CAT405,Interaction,What is filtering used for in interactive visualization?,Filtering,Filtering lets users include or exclude data subsets to focus on relevant items.,generate distractors: Filtering <sep> What is filtering used for in interactive visualization? <sep> Filtering lets users include or exclude data subsets to focus on relevant items.,Drill-down <sep> Axis labels <sep> Legend,Drill-down,Axis labels,Legend,medium,tutorial,silver
dg_0087,CAT405,Networks & Trees,How does a node-link diagram represent relationships?,Node-link diagram,A node-link diagram represents entities as nodes and relationships as links connecting them.,generate distractors: Node-link diagram <sep> How does a node-link diagram represent relationships? <sep> A node-link diagram represents entities as nodes and relationships as links connecting them.,Aggregation <sep> Sankey diagram <sep> Legend,Aggregation,Sankey diagram,Legend,medium,lab_sheet,gold
dg_0088,CAT405,Interaction,What does linked views mean in visualization systems?,Linking,Linking connects multiple views so interactions in one view affect the others.,generate distractors: Linking <sep> What does linked views mean in visualization systems? <sep> Linking connects multiple views so interactions in one view affect the others.,Normalization <sep> Color scale <sep> Baseline,Normalization,Color scale,Baseline,hard,lecture_notes,gold
dg_0089,CAT405,Networks & Trees,Which graph layout method uses simulated forces to position nodes?,Force-directed layout,Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings.,generate distractors: Force-directed layout <sep> Which graph layout method uses simulated forces to position nodes? <sep> Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings.,Aggregation <sep> Outlier <sep> Color scale,Aggregation,Outlier,Color scale,easy,tutorial,gold
dg_0090,CAT405,Visual Encoding,What are marks in a visualization?,Marks,"Marks are basic geometric elements like points, lines, and areas that represent data in a chart.","generate distractors: Marks <sep> What are marks in a visualization? <sep> Marks are basic geometric elements like points, lines, and areas that represent data in a chart.",Color luminance <sep> Normalization <sep> Color hue,Color luminance,Normalization,Color hue,medium,textbook_notes,silver
dg_0091,CAT405,Networks & Trees,Which structure is commonly used to represent hierarchies?,Tree,A tree represents hierarchical parent-child relationships where each node (except root) has one parent.,generate distractors: Tree <sep> Which structure is commonly used to represent hierarchies? <sep> A tree represents hierarchical parent-child relationships where each node (except root) has one parent.,Aggregation <sep> Trend line <sep> Treemap,Aggregation,Trend line,Treemap,hard,past_quiz,gold
dg_0092,CAT405,Networks & Trees,How does a node-link diagram represent relationships?,Node-link diagram,A node-link diagram represents entities as nodes and relationships as links connecting them.,generate distractors: Node-link diagram <sep> How does a node-link diagram represent relationships? <sep> A node-link diagram represents entities as nodes and relationships as links connecting them.,Trend line <sep> Radial tree <sep> Treemap,Trend line,Radial tree,Treemap,easy,past_quiz,silver
dg_0093,CAT405,Visual Encoding,What are marks in a visualization?,Marks,"Marks are basic geometric elements like points, lines, and areas that represent data in a chart.","generate distractors: Marks <sep> What are marks in a visualization? <sep> Marks are basic geometric elements like points, lines, and areas that represent data in a chart.",Color scale <sep> Color hue <sep> Outlier,Color scale,Color hue,Outlier,hard,lecture_notes,silver
dg_0094,CAT405,Networks & Trees,Which visualization uses nested rectangles to show hierarchical proportions?,Treemap,A treemap represents hierarchical data with nested rectangles sized by a quantitative value.,generate distractors: Treemap <sep> Which visualization uses nested rectangles to show hierarchical proportions? <sep> A treemap represents hierarchical data with nested rectangles sized by a quantitative value.,Baseline <sep> Outlier <sep> Chord diagram,Baseline,Outlier,Chord diagram,medium,lab_sheet,gold
dg_0095,CAT405,Networks & Trees,Which structure is commonly used to represent hierarchies?,Tree,A tree represents hierarchical parent-child relationships where each node (except root) has one parent.,generate distractors: Tree <sep> Which structure is commonly used to represent hierarchies? <sep> A tree represents hierarchical parent-child relationships where each node (except root) has one parent.,Outlier <sep> Adjacency matrix <sep> Aggregation,Outlier,Adjacency matrix,Aggregation,medium,tutorial,silver
dg_0096,CAT405,Networks & Trees,Which structure is commonly used to represent hierarchies?,Tree,A tree represents hierarchical parent-child relationships where each node (except root) has one parent.,generate distractors: Tree <sep> Which structure is commonly used to represent hierarchies? <sep> A tree represents hierarchical parent-child relationships where each node (except root) has one parent.,Chord diagram <sep> Axis labels <sep> Legend,Chord diagram,Axis labels,Legend,easy,past_quiz,silver
dg_0097,CAT405,Networks & Trees,Which structure is commonly used to represent hierarchies?,Tree,A tree represents hierarchical parent-child relationships where each node (except root) has one parent.,generate distractors: Tree <sep> Which structure is commonly used to represent hierarchies? <sep> A tree represents hierarchical parent-child relationships where each node (except root) has one parent.,Sankey diagram <sep> Radial tree <sep> Legend,Sankey diagram,Radial tree,Legend,medium,tutorial,silver
dg_0098,CAT405,Perception & Design,How do Gestalt principles help users read charts?,Gestalt principles,"Gestalt principles describe how people group visual elements, such as proximity, similarity, and continuity.","generate distractors: Gestalt principles <sep> How do Gestalt principles help users read charts? <sep> Gestalt principles describe how people group visual elements, such as proximity, similarity, and continuity.",Axis labels <sep> Color blindness <sep> 3D effects,Axis labels,Color blindness,3D effects,medium,lab_sheet,gold
dg_0099,CAT405,Visual Encoding,What does visual encoding do in data visualization?,Visual encoding,"Visual encoding maps data attributes to visual channels such as position, color, size, and shape.","generate distractors: Visual encoding <sep> What does visual encoding do in data visualization? <sep> Visual encoding maps data attributes to visual channels such as position, color, size, and shape.",Color hue <sep> Baseline <sep> Orientation,Color hue,Baseline,Orientation,medium,past_quiz,silver
dg_0100,CAT405,Networks & Trees,When is an adjacency matrix preferable to a node-link diagram?,Adjacency matrix,An adjacency matrix represents a network by marking connections in a grid of rows and columns.,generate distractors: Adjacency matrix <sep> When is an adjacency matrix preferable to a node-link diagram? <sep> An adjacency matrix represents a network by marking connections in a grid of rows and columns.,Baseline <sep> Legend <sep> Treemap,Baseline,Legend,Treemap,easy,lab_sheet,gold
