id,course,topic,question,correct_answer,distractor_1,distractor_2,distractor_3,context,input_text,target_text,difficulty,source_type,quality_label
ex_0048,CAT405,Evaluation,What is a user study used for in visualization evaluation?,User study,Benchmarking,A/B testing,Normalization,A user study evaluates a visualization by observing how people perform tasks using it. This supports accurate interpretation.,generate explanation: User study <sep> What is a user study used for in visualization evaluation? <sep> Benchmarking <sep> A/B testing <sep> Normalization <sep> A user study evaluates a visualization by observing how people perform tasks using it. This supports accurate interpretation.,"The correct answer is User study because it matches the idea described in the notes. Benchmarking, A/B testing, and Normalization are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits User study.",easy,lecture_notes,silver
ex_0049,CAT405,Evaluation,What is the data-ink ratio and why is it useful?,Data-ink ratio,Clutter,Chart junk,Bias,Data-ink ratio compares ink used to show data versus ink used for non-data decoration. This is a common principle in visualization design.,generate explanation: Data-ink ratio <sep> What is the data-ink ratio and why is it useful? <sep> Clutter <sep> Chart junk <sep> Bias <sep> Data-ink ratio compares ink used to show data versus ink used for non-data decoration. This is a common principle in visualization design.,"The correct answer is Data-ink ratio because it matches the idea described in the notes. Clutter, Chart junk, and Bias are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Data-ink ratio.",hard,tutorial,gold
ex_0050,CAT405,Evaluation,What is a user study used for in visualization evaluation?,User study,A/B testing,Benchmarking,Normalization,A user study evaluates a visualization by observing how people perform tasks using it. This is a common principle in visualization design.,generate explanation: User study <sep> What is a user study used for in visualization evaluation? <sep> A/B testing <sep> Benchmarking <sep> Normalization <sep> A user study evaluates a visualization by observing how people perform tasks using it. This is a common principle in visualization design.,"The correct answer is User study because it matches the idea described in the notes. A/B testing, Benchmarking, and Normalization are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits User study.",medium,tutorial,silver
ex_0051,CAT405,Interaction,What is filtering used for in interactive visualization?,Filtering,Zooming,Brushing,Tooltips,Filtering lets users include or exclude data subsets to focus on relevant items. This supports accurate interpretation.,generate explanation: Filtering <sep> What is filtering used for in interactive visualization? <sep> Zooming <sep> Brushing <sep> Tooltips <sep> Filtering lets users include or exclude data subsets to focus on relevant items. This supports accurate interpretation.,"The correct answer is Filtering because it matches the idea described in the notes. Zooming, Brushing, and Tooltips are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Filtering.",hard,lab_sheet,gold
ex_0052,CAT405,Networks & Trees,Which visualization uses nested rectangles to show hierarchical proportions?,Treemap,Scatter plot,Line chart,Adjacency matrix,A treemap represents hierarchical data with nested rectangles sized by a quantitative value.,generate explanation: Treemap <sep> Which visualization uses nested rectangles to show hierarchical proportions? <sep> Scatter plot <sep> Line chart <sep> Adjacency matrix <sep> A treemap represents hierarchical data with nested rectangles sized by a quantitative value.,"The correct answer is Treemap because it matches the idea described in the notes. Scatter plot, Line chart, and Adjacency matrix are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Treemap.",easy,tutorial,gold
ex_0053,CAT405,Networks & Trees,Which graph layout method uses simulated forces to position nodes?,Force-directed layout,Adjacency matrix,Treemap,Line chart,Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings.,generate explanation: Force-directed layout <sep> Which graph layout method uses simulated forces to position nodes? <sep> Adjacency matrix <sep> Treemap <sep> Line chart <sep> Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings.,"The correct answer is Force-directed layout because it matches the idea described in the notes. Adjacency matrix, Treemap, and Line chart are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Force-directed layout.",easy,textbook_notes,gold
ex_0054,CAT405,Networks & Trees,Which visualization uses nested rectangles to show hierarchical proportions?,Treemap,Scatter plot,Line chart,Adjacency matrix,A treemap represents hierarchical data with nested rectangles sized by a quantitative value. This is a common principle in visualization design.,generate explanation: Treemap <sep> Which visualization uses nested rectangles to show hierarchical proportions? <sep> Scatter plot <sep> Line chart <sep> Adjacency matrix <sep> A treemap represents hierarchical data with nested rectangles sized by a quantitative value. This is a common principle in visualization design.,"The correct answer is Treemap because it matches the idea described in the notes. Scatter plot, Line chart, and Adjacency matrix are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Treemap.",medium,tutorial,gold
ex_0055,CAT405,Evaluation,What is the data-ink ratio and why is it useful?,Data-ink ratio,Bias,Clutter,Chart junk,Data-ink ratio compares ink used to show data versus ink used for non-data decoration. This supports accurate interpretation.,generate explanation: Data-ink ratio <sep> What is the data-ink ratio and why is it useful? <sep> Bias <sep> Clutter <sep> Chart junk <sep> Data-ink ratio compares ink used to show data versus ink used for non-data decoration. This supports accurate interpretation.,"The correct answer is Data-ink ratio because it matches the idea described in the notes. Bias, Clutter, and Chart junk are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Data-ink ratio.",easy,past_quiz,silver
ex_0056,CAT405,Visual Encoding,What does visual encoding do in data visualization?,Visual encoding,Removes data variability,Stores raw data in tables,Randomizes visual elements,"Visual encoding maps data attributes to visual channels such as position, color, size, and shape.","generate explanation: Visual encoding <sep> What does visual encoding do in data visualization? <sep> Removes data variability <sep> Stores raw data in tables <sep> Randomizes visual elements <sep> Visual encoding maps data attributes to visual channels such as position, color, size, and shape.","The correct answer is Visual encoding because it matches the idea described in the notes. Removes data variability, Stores raw data in tables, and Randomizes visual elements are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Visual encoding.",hard,past_quiz,gold
ex_0057,CAT405,Perception & Design,What is chart junk and why should it be avoided?,Chart junk,Data-ink ratio,Baseline,Annotation,Chart junk is decorative or unnecessary elements that distract from the data message. This supports accurate interpretation.,generate explanation: Chart junk <sep> What is chart junk and why should it be avoided? <sep> Data-ink ratio <sep> Baseline <sep> Annotation <sep> Chart junk is decorative or unnecessary elements that distract from the data message. This supports accurate interpretation.,"The correct answer is Chart junk because it matches the idea described in the notes. Data-ink ratio, Baseline, and Annotation are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Chart junk.",hard,tutorial,gold
ex_0058,CAT405,Evaluation,What is a user study used for in visualization evaluation?,User study,A/B testing,Benchmarking,Normalization,A user study evaluates a visualization by observing how people perform tasks using it.,generate explanation: User study <sep> What is a user study used for in visualization evaluation? <sep> A/B testing <sep> Benchmarking <sep> Normalization <sep> A user study evaluates a visualization by observing how people perform tasks using it.,"The correct answer is User study because it matches the idea described in the notes. A/B testing, Benchmarking, and Normalization are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits User study.",hard,textbook_notes,gold
ex_0059,CAT405,Visual Encoding,What are marks in a visualization?,Marks,Legend,Axis labels,Color scale,"Marks are basic geometric elements like points, lines, and areas that represent data in a chart.","generate explanation: Marks <sep> What are marks in a visualization? <sep> Legend <sep> Axis labels <sep> Color scale <sep> Marks are basic geometric elements like points, lines, and areas that represent data in a chart.","The correct answer is Marks because it matches the idea described in the notes. Legend, Axis labels, and Color scale are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Marks.",easy,past_quiz,silver
ex_0060,CAT405,Interaction,What is filtering used for in interactive visualization?,Filtering,Zooming,Tooltips,Brushing,Filtering lets users include or exclude data subsets to focus on relevant items.,generate explanation: Filtering <sep> What is filtering used for in interactive visualization? <sep> Zooming <sep> Tooltips <sep> Brushing <sep> Filtering lets users include or exclude data subsets to focus on relevant items.,"The correct answer is Filtering because it matches the idea described in the notes. Zooming, Tooltips, and Brushing are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Filtering.",medium,tutorial,silver
ex_0061,CAT405,Perception & Design,What is chart junk and why should it be avoided?,Chart junk,Data-ink ratio,Annotation,Baseline,Chart junk is decorative or unnecessary elements that distract from the data message.,generate explanation: Chart junk <sep> What is chart junk and why should it be avoided? <sep> Data-ink ratio <sep> Annotation <sep> Baseline <sep> Chart junk is decorative or unnecessary elements that distract from the data message.,"The correct answer is Chart junk because it matches the idea described in the notes. Data-ink ratio, Annotation, and Baseline are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Chart junk.",hard,lecture_notes,gold
ex_0062,CAT405,Evaluation,What is the data-ink ratio and why is it useful?,Data-ink ratio,Bias,Clutter,Chart junk,Data-ink ratio compares ink used to show data versus ink used for non-data decoration. This supports accurate interpretation.,generate explanation: Data-ink ratio <sep> What is the data-ink ratio and why is it useful? <sep> Bias <sep> Clutter <sep> Chart junk <sep> Data-ink ratio compares ink used to show data versus ink used for non-data decoration. This supports accurate interpretation.,"The correct answer is Data-ink ratio because it matches the idea described in the notes. Bias, Clutter, and Chart junk are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Data-ink ratio.",medium,lab_sheet,gold
ex_0063,CAT405,Charts & Comparison,When is a bar chart the best choice?,Bar chart,Histogram,Scatter plot,Line chart,A bar chart compares values across categories using rectangular bars with a common baseline. This supports accurate interpretation.,generate explanation: Bar chart <sep> When is a bar chart the best choice? <sep> Histogram <sep> Scatter plot <sep> Line chart <sep> A bar chart compares values across categories using rectangular bars with a common baseline. This supports accurate interpretation.,"The correct answer is Bar chart because it matches the idea described in the notes. Histogram, Scatter plot, and Line chart are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Bar chart.",hard,past_quiz,gold
ex_0064,CAT405,Visual Encoding,What does visual encoding do in data visualization?,Visual encoding,Randomizes visual elements,Removes data variability,Stores raw data in tables,"Visual encoding maps data attributes to visual channels such as position, color, size, and shape. This supports accurate interpretation.","generate explanation: Visual encoding <sep> What does visual encoding do in data visualization? <sep> Randomizes visual elements <sep> Removes data variability <sep> Stores raw data in tables <sep> Visual encoding maps data attributes to visual channels such as position, color, size, and shape. This supports accurate interpretation.","The correct answer is Visual encoding because it matches the idea described in the notes. Randomizes visual elements, Removes data variability, and Stores raw data in tables are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Visual encoding.",hard,lab_sheet,silver
ex_0065,CAT405,Charts & Comparison,What does a histogram help you understand?,Histogram,Line chart,Bar chart,Pie chart,A histogram shows the distribution of a numerical variable by grouping values into bins. This is a common principle in visualization design.,generate explanation: Histogram <sep> What does a histogram help you understand? <sep> Line chart <sep> Bar chart <sep> Pie chart <sep> A histogram shows the distribution of a numerical variable by grouping values into bins. This is a common principle in visualization design.,"The correct answer is Histogram because it matches the idea described in the notes. Line chart, Bar chart, and Pie chart are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Histogram.",hard,past_quiz,gold
ex_0066,CAT405,Networks & Trees,Which graph layout method uses simulated forces to position nodes?,Force-directed layout,Treemap,Line chart,Adjacency matrix,Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings. This is a common principle in visualization design.,generate explanation: Force-directed layout <sep> Which graph layout method uses simulated forces to position nodes? <sep> Treemap <sep> Line chart <sep> Adjacency matrix <sep> Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings. This is a common principle in visualization design.,"The correct answer is Force-directed layout because it matches the idea described in the notes. Treemap, Line chart, and Adjacency matrix are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Force-directed layout.",easy,lab_sheet,gold
ex_0067,CAT405,Visual Encoding,What does visual encoding do in data visualization?,Visual encoding,Stores raw data in tables,Randomizes visual elements,Removes data variability,"Visual encoding maps data attributes to visual channels such as position, color, size, and shape. This supports accurate interpretation.","generate explanation: Visual encoding <sep> What does visual encoding do in data visualization? <sep> Stores raw data in tables <sep> Randomizes visual elements <sep> Removes data variability <sep> Visual encoding maps data attributes to visual channels such as position, color, size, and shape. This supports accurate interpretation.","The correct answer is Visual encoding because it matches the idea described in the notes. Stores raw data in tables, Randomizes visual elements, and Removes data variability are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Visual encoding.",medium,tutorial,silver
ex_0068,CAT405,Visual Encoding,What does visual encoding do in data visualization?,Visual encoding,Removes data variability,Stores raw data in tables,Randomizes visual elements,"Visual encoding maps data attributes to visual channels such as position, color, size, and shape.","generate explanation: Visual encoding <sep> What does visual encoding do in data visualization? <sep> Removes data variability <sep> Stores raw data in tables <sep> Randomizes visual elements <sep> Visual encoding maps data attributes to visual channels such as position, color, size, and shape.","The correct answer is Visual encoding because it matches the idea described in the notes. Removes data variability, Stores raw data in tables, and Randomizes visual elements are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Visual encoding.",hard,textbook_notes,gold
ex_0069,CAT405,Perception & Design,What is chart junk and why should it be avoided?,Chart junk,Data-ink ratio,Annotation,Baseline,Chart junk is decorative or unnecessary elements that distract from the data message. This supports accurate interpretation.,generate explanation: Chart junk <sep> What is chart junk and why should it be avoided? <sep> Data-ink ratio <sep> Annotation <sep> Baseline <sep> Chart junk is decorative or unnecessary elements that distract from the data message. This supports accurate interpretation.,"The correct answer is Chart junk because it matches the idea described in the notes. Data-ink ratio, Annotation, and Baseline are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Chart junk.",hard,lab_sheet,gold
ex_0070,CAT405,Networks & Trees,Which graph layout method uses simulated forces to position nodes?,Force-directed layout,Line chart,Treemap,Adjacency matrix,Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings. This is a common principle in visualization design.,generate explanation: Force-directed layout <sep> Which graph layout method uses simulated forces to position nodes? <sep> Line chart <sep> Treemap <sep> Adjacency matrix <sep> Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings. This is a common principle in visualization design.,"The correct answer is Force-directed layout because it matches the idea described in the notes. Line chart, Treemap, and Adjacency matrix are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Force-directed layout.",easy,past_quiz,gold
ex_0071,CAT405,Charts & Comparison,When is a bar chart the best choice?,Bar chart,Line chart,Scatter plot,Histogram,A bar chart compares values across categories using rectangular bars with a common baseline.,generate explanation: Bar chart <sep> When is a bar chart the best choice? <sep> Line chart <sep> Scatter plot <sep> Histogram <sep> A bar chart compares values across categories using rectangular bars with a common baseline.,"The correct answer is Bar chart because it matches the idea described in the notes. Line chart, Scatter plot, and Histogram are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Bar chart.",easy,textbook_notes,silver
ex_0072,CAT405,Interaction,What is filtering used for in interactive visualization?,Filtering,Zooming,Tooltips,Brushing,Filtering lets users include or exclude data subsets to focus on relevant items.,generate explanation: Filtering <sep> What is filtering used for in interactive visualization? <sep> Zooming <sep> Tooltips <sep> Brushing <sep> Filtering lets users include or exclude data subsets to focus on relevant items.,"The correct answer is Filtering because it matches the idea described in the notes. Zooming, Tooltips, and Brushing are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Filtering.",easy,past_quiz,gold
ex_0073,CAT405,Networks & Trees,Which graph layout method uses simulated forces to position nodes?,Force-directed layout,Adjacency matrix,Treemap,Line chart,Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings. This is a common principle in visualization design.,generate explanation: Force-directed layout <sep> Which graph layout method uses simulated forces to position nodes? <sep> Adjacency matrix <sep> Treemap <sep> Line chart <sep> Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings. This is a common principle in visualization design.,"The correct answer is Force-directed layout because it matches the idea described in the notes. Adjacency matrix, Treemap, and Line chart are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Force-directed layout.",easy,lecture_notes,silver
ex_0074,CAT405,Evaluation,What is a user study used for in visualization evaluation?,User study,Benchmarking,Normalization,A/B testing,A user study evaluates a visualization by observing how people perform tasks using it. This is a common principle in visualization design.,generate explanation: User study <sep> What is a user study used for in visualization evaluation? <sep> Benchmarking <sep> Normalization <sep> A/B testing <sep> A user study evaluates a visualization by observing how people perform tasks using it. This is a common principle in visualization design.,"The correct answer is User study because it matches the idea described in the notes. Benchmarking, Normalization, and A/B testing are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits User study.",easy,tutorial,silver
ex_0075,CAT405,Evaluation,What is the data-ink ratio and why is it useful?,Data-ink ratio,Clutter,Chart junk,Bias,Data-ink ratio compares ink used to show data versus ink used for non-data decoration.,generate explanation: Data-ink ratio <sep> What is the data-ink ratio and why is it useful? <sep> Clutter <sep> Chart junk <sep> Bias <sep> Data-ink ratio compares ink used to show data versus ink used for non-data decoration.,"The correct answer is Data-ink ratio because it matches the idea described in the notes. Clutter, Chart junk, and Bias are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Data-ink ratio.",easy,past_quiz,silver
ex_0076,CAT405,Interaction,What is filtering used for in interactive visualization?,Filtering,Tooltips,Brushing,Zooming,Filtering lets users include or exclude data subsets to focus on relevant items. This supports accurate interpretation.,generate explanation: Filtering <sep> What is filtering used for in interactive visualization? <sep> Tooltips <sep> Brushing <sep> Zooming <sep> Filtering lets users include or exclude data subsets to focus on relevant items. This supports accurate interpretation.,"The correct answer is Filtering because it matches the idea described in the notes. Tooltips, Brushing, and Zooming are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Filtering.",easy,past_quiz,silver
ex_0077,CAT405,Charts & Comparison,What does a histogram help you understand?,Histogram,Bar chart,Pie chart,Line chart,A histogram shows the distribution of a numerical variable by grouping values into bins. This supports accurate interpretation.,generate explanation: Histogram <sep> What does a histogram help you understand? <sep> Bar chart <sep> Pie chart <sep> Line chart <sep> A histogram shows the distribution of a numerical variable by grouping values into bins. This supports accurate interpretation.,"The correct answer is Histogram because it matches the idea described in the notes. Bar chart, Pie chart, and Line chart are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Histogram.",easy,textbook_notes,silver
ex_0078,CAT405,Charts & Comparison,What does a histogram help you understand?,Histogram,Pie chart,Line chart,Bar chart,A histogram shows the distribution of a numerical variable by grouping values into bins. This is a common principle in visualization design.,generate explanation: Histogram <sep> What does a histogram help you understand? <sep> Pie chart <sep> Line chart <sep> Bar chart <sep> A histogram shows the distribution of a numerical variable by grouping values into bins. This is a common principle in visualization design.,"The correct answer is Histogram because it matches the idea described in the notes. Pie chart, Line chart, and Bar chart are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Histogram.",medium,lab_sheet,gold
ex_0079,CAT405,Charts & Comparison,What does a histogram help you understand?,Histogram,Pie chart,Line chart,Bar chart,A histogram shows the distribution of a numerical variable by grouping values into bins.,generate explanation: Histogram <sep> What does a histogram help you understand? <sep> Pie chart <sep> Line chart <sep> Bar chart <sep> A histogram shows the distribution of a numerical variable by grouping values into bins.,"The correct answer is Histogram because it matches the idea described in the notes. Pie chart, Line chart, and Bar chart are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Histogram.",medium,lecture_notes,gold
ex_0080,CAT405,Evaluation,What is a user study used for in visualization evaluation?,User study,A/B testing,Normalization,Benchmarking,A user study evaluates a visualization by observing how people perform tasks using it.,generate explanation: User study <sep> What is a user study used for in visualization evaluation? <sep> A/B testing <sep> Normalization <sep> Benchmarking <sep> A user study evaluates a visualization by observing how people perform tasks using it.,"The correct answer is User study because it matches the idea described in the notes. A/B testing, Normalization, and Benchmarking are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits User study.",medium,tutorial,silver
ex_0081,CAT405,Visual Encoding,What does visual encoding do in data visualization?,Visual encoding,Removes data variability,Randomizes visual elements,Stores raw data in tables,"Visual encoding maps data attributes to visual channels such as position, color, size, and shape.","generate explanation: Visual encoding <sep> What does visual encoding do in data visualization? <sep> Removes data variability <sep> Randomizes visual elements <sep> Stores raw data in tables <sep> Visual encoding maps data attributes to visual channels such as position, color, size, and shape.","The correct answer is Visual encoding because it matches the idea described in the notes. Removes data variability, Randomizes visual elements, and Stores raw data in tables are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Visual encoding.",medium,lab_sheet,silver
ex_0082,CAT405,Networks & Trees,Which graph layout method uses simulated forces to position nodes?,Force-directed layout,Adjacency matrix,Line chart,Treemap,Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings. This is a common principle in visualization design.,generate explanation: Force-directed layout <sep> Which graph layout method uses simulated forces to position nodes? <sep> Adjacency matrix <sep> Line chart <sep> Treemap <sep> Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings. This is a common principle in visualization design.,"The correct answer is Force-directed layout because it matches the idea described in the notes. Adjacency matrix, Line chart, and Treemap are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Force-directed layout.",hard,lecture_notes,silver
ex_0083,CAT405,Visual Encoding,What are marks in a visualization?,Marks,Axis labels,Legend,Color scale,"Marks are basic geometric elements like points, lines, and areas that represent data in a chart. This is a common principle in visualization design.","generate explanation: Marks <sep> What are marks in a visualization? <sep> Axis labels <sep> Legend <sep> Color scale <sep> Marks are basic geometric elements like points, lines, and areas that represent data in a chart. This is a common principle in visualization design.","The correct answer is Marks because it matches the idea described in the notes. Axis labels, Legend, and Color scale are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Marks.",medium,lecture_notes,gold
ex_0084,CAT405,Evaluation,What is a user study used for in visualization evaluation?,User study,Normalization,A/B testing,Benchmarking,A user study evaluates a visualization by observing how people perform tasks using it. This is a common principle in visualization design.,generate explanation: User study <sep> What is a user study used for in visualization evaluation? <sep> Normalization <sep> A/B testing <sep> Benchmarking <sep> A user study evaluates a visualization by observing how people perform tasks using it. This is a common principle in visualization design.,"The correct answer is User study because it matches the idea described in the notes. Normalization, A/B testing, and Benchmarking are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits User study.",medium,tutorial,gold
ex_0085,CAT405,Charts & Comparison,When is a bar chart the best choice?,Bar chart,Histogram,Line chart,Scatter plot,A bar chart compares values across categories using rectangular bars with a common baseline. This is a common principle in visualization design.,generate explanation: Bar chart <sep> When is a bar chart the best choice? <sep> Histogram <sep> Line chart <sep> Scatter plot <sep> A bar chart compares values across categories using rectangular bars with a common baseline. This is a common principle in visualization design.,"The correct answer is Bar chart because it matches the idea described in the notes. Histogram, Line chart, and Scatter plot are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Bar chart.",hard,lab_sheet,gold
ex_0086,CAT405,Evaluation,What is the data-ink ratio and why is it useful?,Data-ink ratio,Bias,Clutter,Chart junk,Data-ink ratio compares ink used to show data versus ink used for non-data decoration. This supports accurate interpretation.,generate explanation: Data-ink ratio <sep> What is the data-ink ratio and why is it useful? <sep> Bias <sep> Clutter <sep> Chart junk <sep> Data-ink ratio compares ink used to show data versus ink used for non-data decoration. This supports accurate interpretation.,"The correct answer is Data-ink ratio because it matches the idea described in the notes. Bias, Clutter, and Chart junk are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Data-ink ratio.",hard,past_quiz,gold
ex_0087,CAT405,Visual Encoding,What does visual encoding do in data visualization?,Visual encoding,Stores raw data in tables,Randomizes visual elements,Removes data variability,"Visual encoding maps data attributes to visual channels such as position, color, size, and shape. This is a common principle in visualization design.","generate explanation: Visual encoding <sep> What does visual encoding do in data visualization? <sep> Stores raw data in tables <sep> Randomizes visual elements <sep> Removes data variability <sep> Visual encoding maps data attributes to visual channels such as position, color, size, and shape. This is a common principle in visualization design.","The correct answer is Visual encoding because it matches the idea described in the notes. Stores raw data in tables, Randomizes visual elements, and Removes data variability are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Visual encoding.",hard,lab_sheet,gold
ex_0088,CAT405,Charts & Comparison,What does a histogram help you understand?,Histogram,Pie chart,Line chart,Bar chart,A histogram shows the distribution of a numerical variable by grouping values into bins.,generate explanation: Histogram <sep> What does a histogram help you understand? <sep> Pie chart <sep> Line chart <sep> Bar chart <sep> A histogram shows the distribution of a numerical variable by grouping values into bins.,"The correct answer is Histogram because it matches the idea described in the notes. Pie chart, Line chart, and Bar chart are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Histogram.",medium,past_quiz,gold
ex_0089,CAT405,Visual Encoding,What are marks in a visualization?,Marks,Color scale,Axis labels,Legend,"Marks are basic geometric elements like points, lines, and areas that represent data in a chart. This is a common principle in visualization design.","generate explanation: Marks <sep> What are marks in a visualization? <sep> Color scale <sep> Axis labels <sep> Legend <sep> Marks are basic geometric elements like points, lines, and areas that represent data in a chart. This is a common principle in visualization design.","The correct answer is Marks because it matches the idea described in the notes. Color scale, Axis labels, and Legend are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Marks.",easy,textbook_notes,silver
ex_0090,CAT405,Interaction,What is filtering used for in interactive visualization?,Filtering,Zooming,Tooltips,Brushing,Filtering lets users include or exclude data subsets to focus on relevant items. This supports accurate interpretation.,generate explanation: Filtering <sep> What is filtering used for in interactive visualization? <sep> Zooming <sep> Tooltips <sep> Brushing <sep> Filtering lets users include or exclude data subsets to focus on relevant items. This supports accurate interpretation.,"The correct answer is Filtering because it matches the idea described in the notes. Zooming, Tooltips, and Brushing are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Filtering.",hard,lecture_notes,silver
ex_0091,CAT405,Charts & Comparison,When is a bar chart the best choice?,Bar chart,Line chart,Histogram,Scatter plot,A bar chart compares values across categories using rectangular bars with a common baseline. This supports accurate interpretation.,generate explanation: Bar chart <sep> When is a bar chart the best choice? <sep> Line chart <sep> Histogram <sep> Scatter plot <sep> A bar chart compares values across categories using rectangular bars with a common baseline. This supports accurate interpretation.,"The correct answer is Bar chart because it matches the idea described in the notes. Line chart, Histogram, and Scatter plot are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Bar chart.",hard,past_quiz,gold
ex_0092,CAT405,Interaction,What is filtering used for in interactive visualization?,Filtering,Tooltips,Brushing,Zooming,Filtering lets users include or exclude data subsets to focus on relevant items. This is a common principle in visualization design.,generate explanation: Filtering <sep> What is filtering used for in interactive visualization? <sep> Tooltips <sep> Brushing <sep> Zooming <sep> Filtering lets users include or exclude data subsets to focus on relevant items. This is a common principle in visualization design.,"The correct answer is Filtering because it matches the idea described in the notes. Tooltips, Brushing, and Zooming are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Filtering.",medium,tutorial,gold
ex_0093,CAT405,Networks & Trees,Which graph layout method uses simulated forces to position nodes?,Force-directed layout,Line chart,Adjacency matrix,Treemap,Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings.,generate explanation: Force-directed layout <sep> Which graph layout method uses simulated forces to position nodes? <sep> Line chart <sep> Adjacency matrix <sep> Treemap <sep> Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings.,"The correct answer is Force-directed layout because it matches the idea described in the notes. Line chart, Adjacency matrix, and Treemap are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Force-directed layout.",easy,lab_sheet,silver
ex_0094,CAT405,Networks & Trees,Which graph layout method uses simulated forces to position nodes?,Force-directed layout,Line chart,Adjacency matrix,Treemap,Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings.,generate explanation: Force-directed layout <sep> Which graph layout method uses simulated forces to position nodes? <sep> Line chart <sep> Adjacency matrix <sep> Treemap <sep> Force-directed layout positions nodes by simulating attractive and repulsive forces to reduce overlap and edge crossings.,"The correct answer is Force-directed layout because it matches the idea described in the notes. Line chart, Adjacency matrix, and Treemap are less suitable because they refer to different concepts or functions. Use the context to identify the key purpose or definition that best fits Force-directed layout.",medium,tutorial,gold
